"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
14.3438018895101,1.64623398723011,0.701796401743563,2.34574298634213,0.018989196590372,0.103754800926139,"ENST00000215794"
0,NA,NA,NA,NA,NA,"ENST00000434390"
0.760214629544266,0.0587954214138649,2.27772706799047,0.0258131987102991,0.979406334308944,NA,"ENST00000617623"
0.732563574778818,-0.416123359289478,2.97238748863837,-0.139996336574577,0.888662884874111,NA,"ENST00000619172"
0,NA,NA,NA,NA,NA,"ENST00000618517"
0,NA,NA,NA,NA,NA,"ENST00000613790"
0,NA,NA,NA,NA,NA,"ENST00000615974"
0,NA,NA,NA,NA,NA,"ENST00000622906"
0,NA,NA,NA,NA,NA,"ENST00000612861"
0,NA,NA,NA,NA,NA,"ENST00000615181"
0.117933776761655,0.513805866552505,4.0804728567969,0.125918216977391,0.899796662388884,NA,"ENST00000624459"
0.313764101719792,1.53141774431596,4.02841201788638,0.380154199102866,0.703830955315141,NA,"ENST00000620909"
0.752129894124069,1.45506788578266,2.80495617427343,0.518748884252913,0.603935867524634,NA,"ENST00000624001"
0,NA,NA,NA,NA,NA,"ENST00000621762"
0,NA,NA,NA,NA,NA,"ENST00000619998"
0.164543921263455,0.534430571954838,4.0804728567969,0.130972706034456,0.895796898815359,NA,"ENST00000618466"
0,NA,NA,NA,NA,NA,"ENST00000359859"
0,NA,NA,NA,NA,NA,"ENST00000612978"
0.391226034628379,-2.31232476247787,4.03736605256677,-0.572731016304009,0.566826833312612,NA,"ENST00000614395"
0.779302176440843,-1.98146251974846,2.83951445977483,-0.697817372588972,0.485291413155843,NA,"ENST00000620199"
0,NA,NA,NA,NA,NA,"ENST00000613577"
0,NA,NA,NA,NA,NA,"ENST00000621725"
0.621846745423994,1.07721963396649,3.99278087121723,0.269791823972072,0.787320413193652,NA,"ENST00000618859"
0,NA,NA,NA,NA,NA,"ENST00000613597"
13.8850687637432,1.85083648113897,1.05560648471416,1.75333943845574,0.0795437596914569,0.268657731408232,"ENST00000610959"
15.7219131772598,1.11358456085645,1.04637933011244,1.06422645097241,0.287226127170077,0.560045648143979,"ENST00000619742"
9.91581480269276,0.499280184917427,2.78064696186922,0.179555402668521,0.857501619053184,0.944548219691412,"ENST00000617243"
5.19069162629091,0.820909412072863,2.78546850666784,0.294711431885794,0.768214329473749,0.899459349520585,"ENST00000618794"
0,NA,NA,NA,NA,NA,"ENST00000612579"
1.71034050771196,-4.4427066430603,3.21263001397242,-1.38288773488949,0.166699291645251,NA,"ENST00000612500"
1.5334655269723,3.84123815335286,3.27266995223167,1.17373221541435,0.240502302242682,NA,"ENST00000611748"
1.13374635429254,2.15491563135694,2.67732820800028,0.804875407100898,0.420891581343368,NA,"ENST00000616531"
0,NA,NA,NA,NA,NA,"ENST00000614296"
0,NA,NA,NA,NA,NA,"ENST00000410698"
6.42200968775101,1.90379040298405,1.05866690272636,1.79829028193974,0.0721310189511733,0.256056749409037,"ENST00000619918"
0,NA,NA,NA,NA,NA,"ENST00000611762"
0,NA,NA,NA,NA,NA,"ENST00000611186"
0.180042048414104,-1.40699013153064,4.0804728567969,-0.344810560174907,0.73023679355294,NA,"ENST00000611168"
0,NA,NA,NA,NA,NA,"ENST00000611403"
0.481835670955635,2.1503049940163,3.98627749745065,0.539426819982174,0.589592379166327,NA,"ENST00000619065"
0.16680860586745,0.51333821200095,4.0804728567969,0.125803609046406,0.899887384868278,NA,"ENST00000342888"
1.11176795745355,2.09895947098979,2.69589136508573,0.778577170494794,0.436228831547563,NA,"ENST00000611876"
0,NA,NA,NA,NA,NA,"ENST00000412448"
